ENST00000628983	NM_012234
ENST00000624159	NM_001105520
ENST00000367851	NM_018417
ENST00000395667	NM_001282540
ENST00000557284	NM_001112808
ENST00000622488	NM_001288813
ENST00000397075	NM_001282989
ENST00000374088	NM_001317950
ENST00000374088	NM_001317952
ENST00000329240	NM_001288811
ENST00000613276	NM_004542
ENST00000631705	28475
ENST00000382264	NM_207584
ENST00000382264	NM_000874
ENST00000341119	NM_018843
ENST00000353284	NM_130855
ENST00000530675	NM_001256166
ENST00000369649	NM_001142391
ENST00000370899	NM_001199327
ENST00000383832	NM_153635
ENST00000397074	NM_001282991
ENST00000383831	NM_001308388
ENST00000393587	NM_001142392
ENST00000616938	NM_001080843
ENST00000248450	NM_001087
ENST00000307564	NM_030767
ENST00000545626	NM_199354
ENST00000227758	NM_001166
ENST00000559632	NM_001282990
ENST00000615779	NM_001256850
ENST00000398136	NM_052932
ENST00000367848	NM_001297772
ENST00000263512	NM_019848
ENST00000558581	NM_001282988
ENST00000329153	NM_020715
ENST00000500254	NM_005039
ENST00000500254	NM_199353
ENST00000282272	NM_001195144
ENST00000302641	NM_031948
ENST00000290200	NM_000628
ENST00000444053	NM_001302545
ENST00000541917	NM_001277372
ENST00000261177	NM_001080509
ENST00000613310	NM_024075
ENST00000613310	NM_001077446
ENST00000396878	NM_004220
ENST00000621426	NM_001256798
ENST00000309851	NM_000561
ENST00000417640	NM_022351
ENST00000510784	NM_001286446
ENST00000637763	NM_001261823
ENST00000611249	NM_001205263
ENST00000613337	NM_001282333
ENST00000613397	NM_001256163
ENST00000615900	NM_001282332
ENST00000449733	NM_001127663
ENST00000262101	NM_138715
ENST00000565903	NM_001318395
ENST00000361522	NM_000645
ENST00000356447	NM_000461
ENST00000356447	NM_001128177
ENST00000634180	NM_001271562
ENST00000342136	NM_001289125
ENST00000342136	NM_207585
ENST00000637426	NM_001289050
ENST00000637426	NM_016609
ENST00000416420	NM_001252634
ENST00000341349	NM_001256067
ENST00000341349	NM_006647
ENST00000342101	NM_001289126
ENST00000342101	NM_001289128
ENST00000349334	NM_146421
ENST00000336219	NM_017955
ENST00000416391	NM_001134655
ENST00000367576	NM_032860
ENST00000507955	NM_016222
ENST00000438525	NM_001244892
ENST00000302610	NM_001005211
ENST00000354841	NM_001282692
ENST00000392590	NM_145701
ENST00000392815	NM_001256068
ENST00000261890	NM_004663
ENST00000367097	NM_020245
ENST00000381998	NM_002445
ENST00000619842	NM_024298
ENST00000619842	NM_001146082
ENST00000381342	NM_003091
ENST00000618826	NM_001146083
ENST00000402921	NM_001282694
ENST00000620311	NM_001146056
ENST00000617670	NM_001282693
ENST00000617670	NM_002021
ENST00000262301	NM_022773
ENST00000438552	NM_198216
ENST00000569896	NM_001206836
ENST00000458472	NM_001144064
ENST00000367094	NM_001007466
ENST00000438272	NM_024518
ENST00000360325	NM_001307
ENST00000248701	NM_021114
ENST00000327606	NM_001291911
ENST00000327606	NM_000529
ENST00000506738	NM_001271718
ENST00000396671	NM_001128176
ENST00000377351	NM_153280
ENST00000350896	NM_138716
ENST00000287996	NM_022755
ENST00000504762	NM_001271720
ENST00000377698	NM_000692
ENST00000530004	NM_001297667
ENST00000530004	NM_001297666
ENST00000441065	NM_001013734
ENST00000618802	NM_001271722
ENST00000397317	NM_001185022
ENST00000616980	NM_001271721
ENST00000617811	NM_000458
ENST00000400137	NM_000801
ENST00000397977	NM_018142
ENST00000335972	NM_003334
ENST00000538261	NM_001185023
ENST00000610629	NM_198481
ENST00000616717	NM_001288792
ENST00000381719	NM_054014
ENST00000314393	NM_014943
ENST00000421133	NM_001082618
ENST00000397902	NM_001077624
ENST00000621123	NM_001165923
ENST00000620314	NM_001288793
ENST00000357214	NM_005066
ENST00000370853	NM_018388
ENST00000361923	NM_016831
ENST00000301981	NM_001321680
ENST00000301981	NM_001321675
ENST00000301981	NM_001321679
ENST00000301981	NM_144598
ENST00000613727	NM_001304286
ENST00000328795	NM_001005241
ENST00000220616	NM_003235
ENST00000389156	NM_015566
ENST00000618612	NM_001199786
ENST00000373324	NM_001190723
ENST00000380009	NM_198150
ENST00000391796	NM_001177608
ENST00000356140	NM_138326
ENST00000617897	NM_032965
ENST00000262262	NM_001772
ENST00000370849	NM_001170701
ENST00000379410	NM_032129
ENST00000572470	NM_000223
ENST00000623617	NM_001077637
ENST00000373116	NM_031280
ENST00000233969	NM_003048
ENST00000370839	NM_133486
ENST00000396950	NM_030774
ENST00000613533	NM_001289862
ENST00000323301	NM_138361
ENST00000334994	NM_181506
ENST00000392928	NM_001307983
ENST00000612236	NM_024075
ENST00000412272	NM_001278185
ENST00000333976	NM_001001952
ENST00000373322	NM_001005374
ENST00000395198	NM_022079
ENST00000326724	NM_001080395
ENST00000262219	NM_001003954
ENST00000447360	NM_001284400
ENST00000451127	NM_001195082
ENST00000614998	NM_001289861
ENST00000614998	NM_001289863
ENST00000614998	NM_001289864
ENST00000419625	NM_004306
ENST00000441560	NM_001127713
ENST00000441560	NM_181598
ENST00000373699	NM_016059
ENST00000356698	NM_032784
ENST00000361927	NM_001303420
ENST00000361927	NM_015101
ENST00000361927	NM_001303421
ENST00000616063	NM_001282332
ENST00000379407	NM_001160184
ENST00000493293	NM_018891
ENST00000370844	NM_001170704
ENST00000228280	NM_000899
ENST00000618135	NM_001077446
ENST00000382103	NM_016955
ENST00000523094	NM_001195556
ENST00000328559	NM_018409
ENST00000347404	NM_003994
ENST00000417379	NM_004920
ENST00000370651	NM_003463
ENST00000194530	NM_018571
ENST00000439425	NM_018833
ENST00000618447	NM_001282333
ENST00000264144	NM_005562
ENST00000358385	NM_015915
ENST00000373256	NM_002062
ENST00000394311	NM_001170703
ENST00000538204	NM_001170702
ENST00000455842	NM_000544
ENST00000455842	NM_001290043
ENST00000392249	NM_001206864
ENST00000373700	NM_015601
ENST00000373700	NM_001278186
ENST00000458549	NM_001008495
ENST00000262435	NM_022739
ENST00000411809	NM_014666
ENST00000442792	NM_001161376
ENST00000328619	NM_006198
ENST00000342932	NM_021823
ENST00000167588	NM_019010
ENST00000300417	NM_001005373
ENST00000430141	NM_001109938
ENST00000357632	NM_031200
ENST00000221973	NM_030657
ENST00000564923	NM_001301103
ENST00000523908	NM_001195555
ENST00000395963	NM_006641
ENST00000422287	NM_001128931
ENST00000215912	NM_052880
ENST00000418210	NM_001146273
ENST00000596399	NM_001161748
ENST00000492996	NM_001278187
ENST00000455682	NM_145029
ENST00000356438	NM_145014
ENST00000421807	NM_016532
ENST00000381657	NM_018390
ENST00000381482	NM_080836
ENST00000330915	NM_198471
ENST00000274054	NM_138386
ENST00000399036	NM_003965
ENST00000621481	NM_001013407
ENST00000568649	NM_001301101
ENST00000614859	NM_152290
ENST00000355983	NM_001256369
ENST00000336505	NM_001144877
ENST00000355083	NM_198563
ENST00000433197	NM_001433
ENST00000567336	NM_001301102
ENST00000545306	NM_001136533
ENST00000369836	NM_000850
ENST00000286788	NM_006585
ENST00000286788	NM_001282908
ENST00000341541	NM_014174
ENST00000563393	NM_001301104
ENST00000563393	NM_001301105
ENST00000357392	NM_001130910
ENST00000373549	NM_173690
ENST00000626972	NM_001282907
ENST00000392594	NM_199298
ENST00000392594	NM_001037305
ENST00000425380	NM_001134793
ENST00000450744	NM_005346
ENST00000552446	NM_030959
ENST00000447632	NM_001297665
ENST00000238994	NM_005398
ENST00000441972	NM_001135911
ENST00000352327	NM_001037304
ENST00000352327	NM_199297
ENST00000356921	NM_182932
ENST00000377138	NM_013941
ENST00000621172	NM_001105580
ENST00000368525	NM_001010979
ENST00000361762	NM_002589
ENST00000381269	NM_183002
ENST00000300098	NM_007264
ENST00000543491	NM_032456
ENST00000383693	NM_001085451
ENST00000394252	NM_152637
ENST00000540844	NM_001282909
ENST00000326729	NM_147148
ENST00000302327	NM_001564
ENST00000413473	NM_001144832
ENST00000511884	NM_032457
ENST00000511884	NM_001173523
ENST00000267116	NM_173595
ENST00000605528	NM_001202470
ENST00000262675	NM_001297664
ENST00000262675	NM_001297663
ENST00000299518	NM_005530
ENST00000216568	NM_001130417
ENST00000553137	NM_001109809
ENST00000579469	NM_001162997
ENST00000622300	NM_015629
ENST00000373517	NM_021963
ENST00000453326	NM_001277423
ENST00000378396	NM_001005496
ENST00000371750	NM_001080494
ENST00000397016	NM_006032
ENST00000359926	NM_001199505
ENST00000244534	NM_005320
ENST00000397820	NM_001136482
ENST00000389398	NM_173615
ENST00000343410	NM_024746
ENST00000371015	NM_080672
ENST00000592954	NM_001646
ENST00000370898	NM_003838
ENST00000370521	NM_006256
ENST00000394945	NM_004598
ENST00000302097	NM_080740
ENST00000329125	NM_000173
ENST00000394330	NM_182936
ENST00000371747	NM_001297662
ENST00000264977	NM_002718
ENST00000368059	NM_052931
ENST00000368059	NM_001184715
ENST00000282018	NM_020377
ENST00000355648	NM_001199506
ENST00000282570	NM_178439
ENST00000614788	NM_013342
ENST00000395636	NM_183244
ENST00000361300	NM_183246
ENST00000378061	NM_001001661
ENST00000534137	NM_058240
ENST00000490467	NM_001190447
ENST00000368057	NM_001184714
ENST00000406424	NM_001135642
ENST00000358849	NM_007188
ENST00000370894	NM_001199329
ENST00000397126	NM_007153
ENST00000376112	NM_002165
ENST00000357887	NM_033262
ENST00000368055	NM_001184716
ENST00000332378	NM_175858
ENST00000320345	NM_130766
ENST00000541461	NM_001281507
ENST00000334546	NM_181897
ENST00000257627	NM_006188
ENST00000397701	NM_001314025
ENST00000452722	NM_014333
ENST00000376105	NM_181353
ENST00000621875	NM_024298
ENST00000621875	NM_001146082
ENST00000390240	28948
ENST00000621146	NM_001146083
ENST00000612567	NM_001146056
ENST00000534056	NM_001199328
ENST00000284425	NM_080284
ENST00000366513	NM_152609
ENST00000621886	NM_001001317
ENST00000621200	NM_001174081
ENST00000366512	NM_001139459
ENST00000621239	NM_017852
ENST00000622216	NM_001174082
ENST00000542447	NM_001098517
ENST00000334849	NM_181614
ENST00000329319	NM_058181
ENST00000339195	NM_001314022
ENST00000611642	NM_001174083
ENST00000537058	NM_001301044
ENST00000369732	NM_002557
ENST00000423902	NM_017780
ENST00000285599	NM_015274
ENST00000536727	NM_001301045
ENST00000428312	NM_001304420
ENST00000187762	NM_024074
ENST00000295226	NM_153038
ENST00000504248	NM_001292038
ENST00000449503	NM_001304421
ENST00000331581	NM_001301043
ENST00000375511	NM_001009616
ENST00000289575	NM_007256
ENST00000414691	NM_032744
ENST00000366578	NM_001103
ENST00000320188	NM_001040011
ENST00000381458	NM_003245
ENST00000216286	NM_007361
ENST00000621228	NM_001039841
ENST00000371628	NM_001031855
ENST00000264010	NM_006565
ENST00000228506	NM_001303627
ENST00000228506	NM_014730
ENST00000412616	NM_001303628
ENST00000233838	NM_000821
ENST00000489835	NM_001114726
ENST00000525650	NM_001145212
ENST00000438794	NM_001311179
ENST00000401394	NM_001191022
ENST00000252490	NM_000483
ENST00000438807	NM_001320841
ENST00000438807	NM_001167870
ENST00000360370	NM_017836
ENST00000537691	NM_001280558
ENST00000613174	NM_003511
ENST00000229583	NM_001143948
ENST00000495364	NM_001304422
ENST00000393437	NM_198461
ENST00000479077	NM_001321950
ENST00000307050	NM_130901
ENST00000378962	NM_025159
ENST00000430215	NM_001142269
ENST00000215479	NM_001143
ENST00000446477	NM_001174164
ENST00000360374	NM_001005218
ENST00000522678	NM_001077191
ENST00000519574	NM_170699
ENST00000519574	NM_001077194
ENST00000304778	NM_024778
ENST00000428359	NM_001145211
ENST00000418460	NM_019090
ENST00000447944	NM_033109
ENST00000422289	NM_001289109
ENST00000320634	NM_012306
ENST00000244728	NM_001318751
ENST00000244728	NM_030820
ENST00000409731	NM_001199893
ENST00000295952	NM_007159
ENST00000346785	NM_001008486
ENST00000291971	NM_176811
ENST00000370819	NM_001318752
ENST00000373913	NM_014902
ENST00000345517	NM_001615
ENST00000368790	NM_019060
ENST00000221943	NM_018035
ENST00000546208	NM_001278344
ENST00000383598	NM_001008487
ENST00000592922	NM_001320840
ENST00000592922	NM_001167871
ENST00000420605	NM_001300945
ENST00000630886	NM_002457
ENST00000542672	NM_001278343
ENST00000545507	NM_198590
ENST00000359085	NM_001080772
ENST00000262238	NM_003403
ENST00000230122	NM_014797
ENST00000331552	NM_176880
ENST00000426838	NM_001130110
ENST00000339865	NM_017944
ENST00000301183	NM_001167868
ENST00000589970	NM_001167869
ENST00000046794	NM_005565
ENST00000417807	NM_001167867
ENST00000368666	NM_198239
ENST00000617592	NM_024316
ENST00000445907	NM_001006630
ENST00000445907	NM_001006627
ENST00000315891	NM_001008485
ENST00000527733	NM_001282659
ENST00000383325	NM_007293
ENST00000291670	NM_006657
ENST00000380494	NM_001130105
ENST00000397748	NM_001320412
ENST00000225573	NM_018129
ENST00000241337	NM_000848
ENST00000276211	NM_144967
ENST00000282030	NM_015559
ENST00000345540	NM_001080770
ENST00000369951	NM_020061
ENST00000508835	NM_001164475
ENST00000311208	NM_000422
ENST00000320658	NM_001006632
ENST00000605895	NM_007033
ENST00000397746	NM_206965
ENST00000613609	NM_014237
ENST00000453373	NM_001006631
ENST00000453373	NM_001006629
ENST00000475894	NM_001042486
ENST00000367595	NM_032360
ENST00000405807	NM_005713
ENST00000401861	NM_000739
ENST00000401861	NM_001006626
ENST00000401861	NM_001006628
ENST00000346916	NM_198591
ENST00000633688	NM_001190956
ENST00000332783	NM_198243
ENST00000370922	NM_001282607
ENST00000528718	NM_012079
ENST00000366956	NM_005401
ENST00000334046	NM_001303120
ENST00000334046	NM_181612
ENST00000595645	NM_001169126
ENST00000340491	NM_183006
ENST00000442650	NM_001142368
ENST00000393045	NM_006099
ENST00000261415	NM_031361
ENST00000343276	NM_024708
ENST00000530878	NM_001164757
ENST00000298125	NM_052950
ENST00000327791	NM_001190979
ENST00000335509	NM_017901
ENST00000345254	NM_198597
ENST00000309422	NM_003377
ENST00000534854	NM_005748
ENST00000301272	NM_144615
ENST00000297504	NM_001282291
ENST00000426086	NM_001243733
ENST00000550785	NM_001143819
ENST00000455889	NM_030652
ENST00000339365	NM_004922
ENST00000338625	NM_014252
ENST00000380790	NM_001190977
ENST00000233099	NM_019024
ENST00000498578	NM_001282292
ENST00000600114	NM_001308232
ENST00000361897	NM_014697
ENST00000390241	28949
ENST00000383425	NM_025262
ENST00000593851	NM_001102609
ENST00000611990	NM_015868
ENST00000371328	NM_001012971
ENST00000309546	NM_017806
ENST00000390238	28946
ENST00000281950	NM_024775
ENST00000370119	NM_001199834
ENST00000493151	NM_001126060
ENST00000333511	NM_001728
ENST00000302550	NM_016076
ENST00000549812	NM_001252204
ENST00000390239	28947
ENST00000618958	NM_003510
ENST00000253237	NM_031485
ENST00000542328	NM_001282293
ENST00000263831	NM_001297746
ENST00000278616	NM_000051
ENST00000391588	NM_031958
ENST00000353555	NM_001322243
ENST00000353555	NM_198589
ENST00000263087	NM_002208
ENST00000357304	NM_013318
ENST00000306658	NM_181535
ENST00000155858	NM_014555
ENST00000419277	NM_033554
ENST00000419277	NM_001242524
ENST00000419277	NM_001242525
ENST00000251089	NM_015305
ENST00000347652	NM_080682
ENST00000555248	NM_001190980
ENST00000230529	NM_003880
ENST00000292513	NM_000955
ENST00000294728	NM_001078
ENST00000325599	NM_018130
ENST00000269298	NM_001320845
ENST00000269298	NM_133491
ENST00000428498	NM_025261
ENST00000464162	28943
ENST00000314014	NM_152319
ENST00000249440	NM_006898
ENST00000326199	NM_001014
ENST00000326199	NM_001204091
ENST00000552361	NM_001029
ENST00000370089	NM_001865
ENST00000428830	NM_001114121
ENST00000621356	NM_001203245
ENST00000571525	NM_033318
ENST00000373187	NM_007050
ENST00000221930	NM_000660
ENST00000570137	NM_152342
ENST00000354454	NM_006152
ENST00000448299	NM_001142572
ENST00000419605	NM_030905
ENST00000373198	NM_133170
ENST00000509081	NM_001300735
ENST00000612867	NM_001317916
ENST00000343381	NM_024804
ENST00000452803	NM_181807
ENST00000621410	NM_033160
ENST00000392569	NM_001301214
ENST00000379284	NM_001242630
ENST00000406071	NM_020869
ENST00000427295	NM_014234
ENST00000534070	NM_001274
ENST00000620720	NM_001013
ENST00000264400	NM_152545
ENST00000369405	NM_022494
ENST00000548766	NM_001204127
ENST00000379287	NM_018988
ENST00000359370	NM_001257212
ENST00000359370	NM_001144892
ENST00000369404	NM_001303134
ENST00000274507	NM_002302
ENST00000335927	NM_001300736
ENST00000341785	NM_173509
ENST00000377403	NM_004285
ENST00000249499	NM_014213
ENST00000409457	NM_001244888
ENST00000286482	NM_005364
ENST00000603223	NM_001242629
ENST00000296252	NM_139248
ENST00000298784	NM_019054
ENST00000360966	NM_033136
ENST00000360966	NM_033137
ENST00000602477	NM_001282587
ENST00000612338	NM_001242628
ENST00000333323	NM_203370
ENST00000226067	NM_002126
ENST00000532449	NM_001244846
ENST00000438015	NM_001114122
ENST00000400105	NM_173464
ENST00000301031	NM_153025
ENST00000378509	NM_032826
ENST00000535454	NM_001166400
ENST00000542674	NM_001166401
ENST00000300605	NM_032124
ENST00000540990	NM_001206917
ENST00000553612	NM_015859
ENST00000381623	NM_178460
ENST00000391777	NM_001202473
ENST00000547044	NM_001204126
ENST00000348849	NM_016836
ENST00000348849	NM_002897
ENST00000621536	NM_001257206
ENST00000621536	NM_001144935
ENST00000621536	NM_001257205
ENST00000621536	NM_001144934
ENST00000240123	NM_005775
ENST00000359303	NM_003535
ENST00000619447	NM_001257211
ENST00000619447	NM_001257208
ENST00000619447	NM_001257209
ENST00000308811	NM_001287399
ENST00000308811	NM_173539
ENST00000610990	NM_001257210
ENST00000579310	NM_001271907
ENST00000579310	NM_001271910
ENST00000612258	NM_001257207
ENST00000612258	NM_000800
ENST00000258873	NM_001199377
ENST00000258873	NM_015162
ENST00000611218	NM_001271908
ENST00000611218	NM_001271909
ENST00000304271	NM_022338
ENST00000378959	NM_148178
ENST00000418370	NM_053032
ENST00000303039	NM_001005205
ENST00000434192	NM_001278940
ENST00000434192	NM_201595
ENST00000533310	NM_001300913
ENST00000578202	NM_053031
ENST00000296149	NM_001031703
ENST00000297613	NM_148179
ENST00000322522	NM_002194
ENST00000618348	NM_198181
ENST00000273951	NM_000583
ENST00000273951	NM_001204306
ENST00000370558	NM_016009
ENST00000421587	NM_001126055
ENST00000504199	NM_001204307
ENST00000356082	NM_000228
ENST00000438704	NM_001130689
ENST00000588183	NM_001318765
ENST00000446922	NM_002129
ENST00000446922	NM_001130688
ENST00000513807	NM_001303250
ENST00000367030	NM_001127641
ENST00000320552	NM_001287255
ENST00000320552	NM_001287256
ENST00000389704	NM_181503
ENST00000280772	NM_020987
ENST00000482504	NM_001206652
ENST00000398612	NM_001042416
ENST00000398612	NM_001042415
ENST00000398612	NM_001287254
ENST00000559082	NM_001102667
ENST00000559082	NM_002789
ENST00000521381	NM_181523
ENST00000616365	NM_003533
ENST00000392052	NM_020129
ENST00000296218	NM_003462
ENST00000391911	NM_001017402
ENST00000368314	NM_001242850
ENST00000618305	NM_003546
ENST00000443707	NM_000594
ENST00000267103	NM_021640
ENST00000616170	NM_001206651
ENST00000264717	NM_001486
ENST00000360675	NM_203471
ENST00000419110	NM_001301231
ENST00000535010	NM_001206653
ENST00000373827	NM_001204403
ENST00000333151	NM_021066
ENST00000313655	NM_024094
ENST00000327462	NM_030901
ENST00000261195	NM_021957
ENST00000392329	NM_001128928
ENST00000335997	NM_001127197
ENST00000530705	NM_003295
ENST00000325307	NM_001301229
ENST00000325307	NM_005342
